OBJECTID,Join_Count,TARGET_FID,Property_I,Funding_So,Additional,Property,Address,City,Owner_Org_,Management,County,Zip,Total_Unit,S8_Asst_Un,Program_Ty,Overall_Ex,Financing,Loan_Mat_,Owner_Type,T2T6,S8_Risk_Le,Combined_R,TCAC_Risk_,TCAC_Years,expiration,TCAC_Appli,TCAC_,TCAC_Total,TCAC_Housi,TCAC_Const,TCAC_App_1,TCAC_Year_,TCAC_PIS_D,NEW_TCAC_A,USDA_W__Re,USDA_W__Se,USDA_Opera,USDA_Date_,USDA_W__Ta,Total_USDA,Mortgage_r,Original_C,Total_Affo,Property_S,Expiring_w,Original_1,TCAC_Risk1,Org_type,Latitude,Longitude,GEOID10
300,1,300,1300.000000000000000,HUD,no,SUTTER APARTMENTS,"1480 SUTTER ST                               
",SAN FRANCISCO,"Sutter Gough, L.P.",Gaetani Real Estate Inc,San Francisco,94109,68.000000000000000,67.000000000000000,Sec 8 NC,1/31/2016 0:00:00, ,,Profit Motivated, ,4-High.,4-High., , , , , , , , , , , , , , , , , , , ,3,68.000000000000000,2.000000000000000,1.000000000000000,3, ,Profit Motivated,37.787201000000003,-122.424634000000000,06075015100
301,1,301,1301.000000000000000,HUD,no,WOODCREEK VILLAGE,"101 BOAS DR                                  
",SANTA ROSA,Heartland Santa Rosa Limited Partnership,"HEARTLAND REALTY  INVESTORS, INC.",Sonoma,95409,50.000000000000000,50.000000000000000,HFDA/8 NC,5/7/2014 0:00:00, ,,Profit Motivated, ,4-High.,4-High., , , , , , , , , , , , , , , , , , , ,3,50.000000000000000,2.000000000000000,1.000000000000000,3, ,Profit Motivated,38.466800999999997,-122.658079000000000,06097152501
302,1,302,1302.000000000000000,HUD,no,CASA DE LA RAZA,"90 Bartlett ST                               
",SAN FRANCISCO,"CASA DE LA RAZA, INC.","Housing Development & Neighborhood Preservation, C",San Francisco,94110,51.000000000000000,51.000000000000000,Sec 8 NC,7/31/2017 0:00:00, ,,Non-Profit, ,4-High.,4-High., , , , , , , , , , , , , , , , , , , ,3,51.000000000000000,2.000000000000000,1.000000000000000,3, ,Small Nonprofit,37.755637999999998,-122.419881000000000,06075020800
303,1,303,1303.000000000000000,HUD,no,LIDO SQUARE I,"2131 CRESTVIEW LN                            
",PITTSBURG,"JAMES J. BUSBY & IRVIN DEUTSCHER,  A  GENERAL PARTHERSHIP","JAMES J. BUSBY & IRVIN DEUTSCHER,  A  GENERAL PARTHERSHIP",Contra Costa,94565,163.000000000000000,162.000000000000000,LMSA,10/31/2016 0:00:00, ,,Profit Motivated,T2,4-High.,4-High., , , , , , , , , , , , , , , , , , , ,3,163.000000000000000,3.000000000000000,1.000000000000000,3, ,Profit Motivated,38.016233999999997,-121.893142999999990,06013313206
304,1,304,1304.000000000000000,HUD,no,AMMEL PARK COOP,"656 GROVE ST                                 
",SAN FRANCISCO,"AMMEL PARK, INC.",John Stewart Company,San Francisco,94102,120.000000000000000,95.000000000000000,LMSA,6/30/2014 0:00:00,236(j)(1),7/1/2016 0:00:00,Non-Profit, ,4-High.,4-High., , , , , , , , , , , , , , , , , , ,prepayment risk,3,120.000000000000000,3.000000000000000,1.000000000000000,3, ,Small Nonprofit,37.777290000000001,-122.427369000000000,06075016300
305,1,305,1305.000000000000000,HUD,no,ROYAL ADAH ARMS,"1240 FILLMORE ST                             
",SAN FRANCISCO,THELMA ARMS INC.,John Stewart Company,San Francisco,94115,142.000000000000000,142.000000000000000,LMSA,5/31/2014 0:00:00,236(j)(1),3/1/2015 0:00:00,Non-Profit, ,4-High.,4-High., , , , , , , , , , , , , , , , , , ,prepayment risk,3,142.000000000000000,3.000000000000000,1.000000000000000,3, ,Small Nonprofit,37.780895999999998,-122.432202000000000,06075016100
306,1,306,1306.000000000000000,HUD,no,CHAI HOUSE,"814 SAINT ELIZABETH DR                       
",SAN JOSE,"CHAI HOUSE, INC., A CA NP PUBLIC BENEFIT CORP",John Stewart Company,Santa Clara,95126,70.000000000000000,70.000000000000000,202/8 NC,11/30/2015 0:00:00,207/223(f),6/1/2039 0:00:00,Non-Profit, ,4-High.,4-High., , , , , , , , , , , , , , , , , , ,no affordability req,3,70.000000000000000,2.000000000000000,1.000000000000000,3, ,Small Nonprofit,37.310138999999999,-121.915651000000000,06085502201
307,1,307,1307.000000000000000,HUD,no,MAYFAIR GOLDEN MANOR,"2627 MADDEN AVE                              
",SAN JOSE,"MAYFAIR GOLDEN MANOR, INC.","MAYFAIR GOLDEN MANOR, INC.",Santa Clara,95116,210.000000000000000,210.000000000000000,LMSA,9/30/2014 0:00:00, ,,Non-Profit, ,4-High.,4-High., , , , , , , , , , , , , , , , , , , ,3,210.000000000000000,3.000000000000000,1.000000000000000,3, ,Small Nonprofit,37.365084000000003,-121.839791000000010,06085503713
308,1,308,1308.000000000000000,HUD,no,PARK SUNSET,"1353 Seventh AVE                             
",SAN FRANCISCO,PARK SUNSET HOUSING CORPORATION,"No. Calif. Presbyterian Homes and Services, Inc.",San Francisco,94122,30.000000000000000,29.000000000000000,LMSA,9/30/2014 0:00:00,236(j)(1),6/1/2014 0:00:00,Non-Profit, ,4-High.,4-High., , , , , , , , , , , , , , , , , , ,prepayment risk,3,30.000000000000000,1.000000000000000,1.000000000000000,3, ,Small Nonprofit,37.763165999999998,-122.464104000000010,06075030101
309,1,309,1309.000000000000000,HUD,no,VILLA VASONA APARTMENTS,"626 W PARR AVE                               
",LOS GATOS,HPD Villa Vasona LP,"PMG, Inc.",Santa Clara,95032,107.000000000000000,107.000000000000000,Sec 8 NC,5/31/2015 0:00:00,207/223(f),3/1/2048 0:00:00,Profit Motivated, ,4-High.,4-High., , , , , , , , , , , , , , , , , , ,no affordability req,3,107.000000000000000,3.000000000000000,1.000000000000000,3, ,Profit Motivated,37.264105999999998,-121.964883000000000,06085506703
310,1,310,1310.000000000000000,HUD,no,LIFE'S GARDEN,"450 OLD SAN FRANCISCO RD                     
",SUNNYVALE,"SUNNYVALE LIFE, INC.","SUNNYVALE LIFE, INC.",Santa Clara,94086,209.000000000000000,150.000000000000000,LMSA,9/30/2014 0:00:00,231,5/1/2017 0:00:00,Non-Profit, ,4-High.,4-High., , , , , , , , , , , , , , , , , , ,no affordability req,3,209.000000000000000,3.000000000000000,1.000000000000000,3, ,Small Nonprofit,37.367738000000003,-122.027427000000000,06085508504
311,1,311,1311.000000000000000,HUD,no,SILVERCREST RESIDENCE - SANTA ROSA,"1050 THIRD ST                                
",SANTA ROSA,"The Salvation Army Residences, Inc.","THE SALVATION ARMY, a California Corporation",Sonoma,95404,186.000000000000000,144.000000000000000,LMSA,7/31/2014 0:00:00,236(j)(1),8/1/2016 0:00:00,Non-Profit, ,4-High.,4-High., , , , , , , , , , , , , , , , , , ,prepayment risk,3,186.000000000000000,3.000000000000000,1.000000000000000,3, ,Small Nonprofit,38.443345000000001,-122.705276000000000,06097152203
312,1,312,1312.000000000000000,HUD,no,CLAYTON VILLA,"4455 Melody Dr                               
",Concord,Clayton Villa Limited Partnership,TOPA MANAGEMENT CO,Contra Costa,94521,80.000000000000000,79.000000000000000,Sec 8 NC,12/31/2014 0:00:00, ,,Profit Motivated, ,4-High.,4-High., , , , , , , , , , , , , , , , , , , ,3,80.000000000000000,2.000000000000000,1.000000000000000,3, ,Profit Motivated,37.962037000000002,-121.989465999999990,06013334004
313,1,313,1313.000000000000000,HUD,no,HAYWARD VILLA,"27424 TAMPA AVE                              
",HAYWARD,HAYWARD VILLA LIMITED PARTNERSHIP,TOPA MANAGEMENT CO,Alameda,94544,78.000000000000000,78.000000000000000,Sec 8 NC,10/31/2015 0:00:00, ,,Profit Motivated, ,4-High.,4-High., , , , , , , , , , , , , , , , , , , ,3,78.000000000000000,2.000000000000000,1.000000000000000,3, ,Profit Motivated,37.632371999999997,-122.075716000000000,06001437600
314,1,314,1314.000000000000000,HUD,no,REDWOOD CITY COMMONS,"875 WALNUT ST                                
",REDWOOD CITY,"Y. S. KIM AND CHUNG NAN KIM, A PROPRIETORSHIP","Y. S. KIM AND CHUNG NAN KIM, A PROPRIETORSHIP",San Mateo,94063,59.000000000000000,58.000000000000000,Sec 8 NC,5/31/2016 0:00:00, ,,Profit Motivated, ,4-High.,4-High., , , , , , , , , , , , , , , , , , , ,3,59.000000000000000,2.000000000000000,1.000000000000000,3, ,Profit Motivated,37.485334000000002,-122.225202000000000,06081610202
315,1,315,1315.000000000000000,HUD,no,SEABREEZE APARTMENTS,"100 Larissa Ln                               
",Vallejo,Larissa Lane Partners LP, ,Solano,94590,184.000000000000000,71.000000000000000,LMSA,6/30/2013 0:00:00, ,,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , , ,4,184.000000000000000,3.000000000000000,1.000000000000000,4, ,Profit Motivated,38.083075999999998,-122.241718000000010,06095250801
316,1,316,1316.000000000000000,HUD,no,CAPITOL MANOR,"175 N CAPITOL AVE                            
",SAN JOSE,CAPITOL MANOR INC,Alton Management Corporation,Santa Clara,95127,85.000000000000000,33.000000000000000,LMSA,5/31/2013 0:00:00, ,,Non-Profit, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , , ,4,85.000000000000000,2.000000000000000,1.000000000000000,4, ,Small Nonprofit,37.366388999999998,-121.839491000000000,06085503713
317,1,317,1317.000000000000000,HUD,no,VALLEY OAK PARK I,2580 Northcoast Street,SANTA ROSA,Carpenters Housing Corporation,Carpenters Housing corporation,Sonoma,95403,100.000000000000000,48.000000000000000,LMSA,9/30/2013 0:00:00, ,,Non-Profit, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , , ,4,100.000000000000000,2.000000000000000,1.000000000000000,4, ,Small Nonprofit,38.457926000000000,-122.741111000000000,06097152903
318,1,318,1318.000000000000000,HUD,no,VALLEY OAK PARK II,"2600 Northcoast ST                           
",SANTA ROSA,Carpenters Housing Corporation,Carpenters Housing corporation,Sonoma,95403,131.000000000000000,71.000000000000000,LMSA,9/30/2013 0:00:00, ,,Non-Profit, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , , ,4,131.000000000000000,3.000000000000000,1.000000000000000,4, ,Small Nonprofit,38.458196999999998,-122.741111000000000,06097152903
319,1,319,1319.000000000000000,HUD,no,LOTTIE JOHNSON APARTMENTS,"970 14th ST                                  
",OAKLAND,"LOTTIE JOHNSON MEMORIAL HOUSING, INC., NP",Charter Realty & Investments Inc.,Alameda,94607,27.000000000000000,25.000000000000000,LMSA,6/30/2013 0:00:00,236(j)(1),3/1/2014 0:00:00,Non-Profit, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , ,prepayment risk,4,27.000000000000000,1.000000000000000,1.000000000000000,4, ,Small Nonprofit,37.808768000000001,-122.282337000000000,06001402500
320,1,320,1320.000000000000000,HUD,no,MARVIN GARDENS,"770 E COTATI AVE                             
",COTATI,"MARVIN GARDENS, A CA LIMITED PARTNERSHIP",Cochlan Associates Management Co.,Sonoma,94931,37.000000000000000,37.000000000000000,HFDA/8 NC,5/1/2013 0:00:00, ,,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , , ,4,37.000000000000000,1.000000000000000,1.000000000000000,4, ,Profit Motivated,38.330351000000000,-122.695291000000000,06097151301
321,1,321,1321.000000000000000,HUD,no,WALNUT GROVE APARTMENTS,450 STONY POINT RD,SANTA ROSA,WALNUT GROVE APARTMENTS ASSOCIATES,DKD Property Management Company,Sonoma,95401,104.000000000000000,104.000000000000000,Sec 8 NC,10/31/2013 0:00:00,221(d)(4)MKT,10/1/2021 0:00:00,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , ,no affordability req,4,104.000000000000000,3.000000000000000,1.000000000000000,4, ,Profit Motivated,38.433028000000000,-122.742214000000000,06097153003
322,1,322,1322.000000000000000,HUD,no,PARKSIDE VILLA,"1650 Park LN                                 
",FAIRFIELD,PARKSIDE VILLA ASSOCIATES,DKD Property Management Company,Solano,94533,64.000000000000000,64.000000000000000,Sec 8 NC,8/31/2013 0:00:00,223(a)(7)/221(d)(4)M,1/1/2020 0:00:00,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , ,no affordability req,4,64.000000000000000,2.000000000000000,1.000000000000000,4, ,Profit Motivated,38.247258000000002,-122.056905000000000,06095252402
323,1,323,1323.000000000000000,HUD,no,ROCKWELL MANOR,"693 E Tabor Ave                              
",Fairfield,ROCKWELL MANOR ASSOCIATES,DKD Property Management Company,Solano,94533,64.000000000000000,64.000000000000000,Sec 8 NC,10/31/2013 0:00:00,223(a)(7)/221(d)(4)M,2/1/2034 0:00:00,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , ,no affordability req,4,64.000000000000000,2.000000000000000,1.000000000000000,4, ,Profit Motivated,38.265447000000002,-122.026422999999990,06095252606
324,1,324,1324.000000000000000,HUD,no,MORELAND APARTMENTS,"4375 PAYNE AVE                               
",SAN JOSE,MORELAND APARTMENTS ASSOCIATES,DKD Property Management Company,Santa Clara,95117,160.000000000000000,160.000000000000000,Sec 8 NC,1/31/2014 0:00:00, ,,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , , ,4,160.000000000000000,3.000000000000000,1.000000000000000,4, ,Profit Motivated,37.300806000000001,-121.980365000000010,06085506601
325,1,325,1325.000000000000000,HUD,no,PETALUMA SENIOR  APTS,"149 WYNDHAM WAY                              
",PETALUMA,"Petaluma Gardens, L.P.","G & K Management Co., Inc.",Sonoma,94954,57.000000000000000,57.000000000000000,Sec 8 NC,4/30/2013 0:00:00,221(d)(4)MKT,10/1/2023 0:00:00,Limited Dividend, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , ,no affordability req,4,57.000000000000000,2.000000000000000,1.000000000000000,4, ,Profit Motivated,38.257482000000003,-122.621533000000000,06097150603
326,1,326,1326.000000000000000,HUD,no,EL PORTAL GARDENS,"14041 SAN PABLO AVE                          
",SAN PABLO,El Portal Gardens,"G & K Management Co., Inc.",Contra Costa,94806,81.000000000000000,81.000000000000000,Sec 8 NC,8/31/2013 0:00:00,223(a)(7)/221(d)(4)M,7/1/2018 0:00:00,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , ,no affordability req,4,81.000000000000000,2.000000000000000,1.000000000000000,4, ,Profit Motivated,37.961281000000000,-122.343709000000000,06013369001
327,1,327,1327.000000000000000,HUD,no,FAIRWAY APTS.,"77 Westborough Blvd                          
",South San Francisco,"FAIRWAY APTS, A LIMITED PARTNERSHIP","G & K Management Co., Inc.",San Mateo,94080,74.000000000000000,74.000000000000000,Sec 8 NC,12/31/2013 0:00:00,223(a)(7)/221(d)(4)M,12/1/2020 0:00:00,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , ,no affordability req,4,74.000000000000000,2.000000000000000,1.000000000000000,4, ,Profit Motivated,37.654297000000000,-122.435569000000000,06081602400
328,1,328,1328.000000000000000,HUD,no,PARKVIEW APARTMENTS (aka Pierce Street Apartments),"181 Pierce Street                            
",GILROY,John Kehriotis,"JMK INVESTMENTS,  INC.",Santa Clara,95020,54.000000000000000,45.000000000000000,Preservation,3/31/2013 0:00:00,223a7/241f/236,11/1/2033 0:00:00,Profit Motivated,T2,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , ,no affordability req,4,54.000000000000000,2.000000000000000,1.000000000000000,4, ,Profit Motivated,37.022016999999998,-121.578350000000000,06085512506
329,1,329,1329.000000000000000,HUD,no,SUNNYHILLS APARTMENTS,"1724 SUNNYHILLS DRIVE                        
",MILPITAS,"JMK Sunnyhills Investors II, A Cal Limited Partner","JMK INVESTMENTS,  INC.",Santa Clara,95035,171.000000000000000,149.000000000000000,Preservation,2/28/2013 0:00:00, ,,Profit Motivated,T2,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , , ,4,171.000000000000000,3.000000000000000,1.000000000000000,4, ,Profit Motivated,37.456015000000001,-121.908764000000010,06085504422
330,1,330,1330.000000000000000,HUD,no,UNIVERSITY AVENUE CO,"1471 ADDISON                                 
",BERKELEY,University Avenue Partnership,John Stewart Company,Alameda,94702,47.000000000000000,47.000000000000000,HFDA/8 NC,9/30/2013 0:00:00, ,,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , , ,4,47.000000000000000,1.000000000000000,1.000000000000000,4, ,Large/Medium Nonprofit,37.869351999999999,-122.282664000000000,06001423100
331,1,331,1331.000000000000000,HUD,no,MONUMENT ARMS,"261 E ALASKA AVE                             
",FAIRFIELD,"MONUMENT ARMS, INC.",John Stewart Company,Solano,94533,92.000000000000000,61.000000000000000,LMSA,7/31/2013 0:00:00,236(j)(1),3/1/2013 0:00:00,Non-Profit, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , ,prepayment risk,4,92.000000000000000,2.000000000000000,1.000000000000000,4, ,Small Nonprofit,38.272610000000000,-122.030891000000000,06095252606
332,1,332,1332.000000000000000,HUD,no,ELDRIDGE GONNAWAY CO,"275 E 12th St                                
",Oakland,"ELDRIDGE II, LLC",John Stewart Company,Alameda,94606,39.000000000000000,39.000000000000000,HFDA/8 NC,10/31/2013 0:00:00, ,,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , , ,4,39.000000000000000,1.000000000000000,1.000000000000000,4, ,Large/Medium Nonprofit,37.796636999999997,-122.256592000000000,06001406000
333,1,333,1333.000000000000000,HUD,no,GLENRIDGE APARTMENTS,"137 ADDISON ST                               
",SAN FRANCISCO,GLENRIDGE APARTMENTS RESIDENTS COUNCIL INC.,John Stewart Company,San Francisco,94131,275.000000000000000,209.000000000000000,LMSA,3/31/2013 0:00:00,223a7/241f/221-BMIR,11/1/2044 0:00:00,Non-Profit,T2,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , ,no affordability req,4,275.000000000000000,3.000000000000000,1.000000000000000,4, ,Small Nonprofit,37.737648999999998,-122.432289999999990,06075021700
334,1,334,1334.000000000000000,HUD,no,MISSION BART APARTMENTS,"2834 MISSION ST                              
",SAN FRANCISCO,"MISSION BART APARTMENTS, A CAL LTD PARTNERSHIP","MISSION BART APARTMENTS, A CAL LTD PARTNERSHIP",San Francisco,94110,13.000000000000000,13.000000000000000,HFDA/8 NC,10/20/2013 0:00:00, ,,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , , ,4,13.000000000000000,1.000000000000000,1.000000000000000,4, ,Small Nonprofit,37.751643999999999,-122.418425000000000,06075020900
335,1,335,1335.000000000000000,HUD,no,SAN LORENZO RUIZ CENTER,"50 RIZAL ST                                  
",SAN FRANCISCO,"SAN LORENZO RUIZ CENTER, INC.","SAN LORENZO RUIZ CENTER, INC.",San Francisco,94107,147.000000000000000,145.000000000000000,202/8 NC,1/31/2014 0:00:00, ,,Non-Profit, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , , ,4,147.000000000000000,3.000000000000000,1.000000000000000,4, ,Small Nonprofit,37.781883000000001,-122.399382000000000,06075017801
336,1,336,1336.000000000000000,HUD,no,ROTARY PLAZA,"433 Alida Way                                
",South San Francisco,ROTARY PLAZA INC,Santa Fe Associates Inc.,San Mateo,94080,181.000000000000000,140.000000000000000,LMSA,7/31/2013 0:00:00, ,,Non-Profit, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , , ,4,181.000000000000000,3.000000000000000,1.000000000000000,4, ,Small Nonprofit,37.646005000000002,-122.430199000000000,06081602400
337,1,337,1337.000000000000000,HUD,no,FAIRWAYS,"1269 POPLAR AVENUE                           
",SUNNYVALE,T & B Investments,T & B Investments,Santa Clara,94087,15.000000000000000,15.000000000000000,Sec 8 NC,12/31/2012 0:00:00, ,,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , , ,4,15.000000000000000,1.000000000000000,1.000000000000000,4, ,Profit Motivated,37.353634999999997,-122.008044000000000,06085508505
338,1,338,1338.000000000000000,HUD,no,RANCHO SOL,"3599 PENSYLVANIA AVE                         
",FREMONT,Thomas & Angelita Tomanek,The Garibaldi Company,Alameda,94536,60.000000000000000,12.000000000000000,Sec 8 NC,9/30/2013 0:00:00,221(d)(4)MKT,9/1/2020 0:00:00,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , ,no affordability req,4,60.000000000000000,2.000000000000000,1.000000000000000,4, ,Profit Motivated,37.551642999999999,-121.987579000000000,06001441923
339,1,339,1339.000000000000000,HUD,no,RANCHO LUNA,"3939 MONROE AVE                              
",FREMONT,Thomas & Angelita Tomanek,The Garibaldi Company,Alameda,94536,128.000000000000000,26.000000000000000,Sec 8 NC,9/30/2013 0:00:00,221(d)(4)MKT,12/1/2020 0:00:00,Profit Motivated, ,5-Very High,5-Very High, , , , , , , , , , , , , , , , , , ,no affordability req,4,128.000000000000000,3.000000000000000,1.000000000000000,4, ,Profit Motivated,37.550632000000000,-121.990132000000000,06001441923
340,1,340,1340.000000000000000,HUD,TCAC,E. C. Reems Garden Apartments,"2700 Alvingroom Court                        
",OAKLAND,"2700 ALVINGROOM COURT,L.P.",Beacon Property Management,Alameda,94605,120.000000000000000,0.000000000000000, ,,207/223(f),11/1/2034 0:00:00, , ,1-NA,3-Mod,3-Mod,15.0,6/15/2028,CA-1997-513,CA-1997-513,118,Large Family,Rehabilitation,Placed In Service,06/23/2013,06/23/1998, , , , , , , ,low risk- TCAC,0,118.000000000000000,3.000000000000000,0.000000000000000,0,3,Profit Motivated,37.761220999999999,-122.161624000000000,06001409800
341,1,341,1341.000000000000000,HUD,TCAC,Aspen Family Apartments,"81 Mihalakis Street                          
",Milpitas,Global Premier Development,Buckingham Property Management,Santa Clara,95035,101.000000000000000,0.000000000000000, ,,542(b),5/1/2028 0:00:00,Nonprofit, ,1-NA,1-Very Low,1-Very Low,50.0,12/17/2063,CA-2006-043,CA-2006-043,100,Large Family,New Construction,Placed In Service,12/30/2023,12/30/2008, , , , , , , ,low risk- TCAC,0,100.000000000000000,2.000000000000000,0.000000000000000,0,1,Profit Motivated,37.432805000000002,-121.897259000000010,06085504414
342,1,342,1342.000000000000000,HUD,TCAC,Monterey Family Apartments,"2774 Monterey Highway                        
",San Jose,"Global Premier Development, Inc.",Buckingham Property Management,Santa Clara,95111,72.000000000000000,0.000000000000000, ,,207/223(f),10/1/2046 0:00:00,For Profit, ,1-NA,1-Very Low,1-Very Low,55.0,12/17/2068,CA-2007-127,CA-2007-127,71,Large Family,New Construction,Placed In Service, ,12/31/2013, , , , , , , ,low risk- TCAC,0,71.000000000000000,2.000000000000000,0.000000000000000,0,1,Profit Motivated,37.292946000000001,-121.850581000000010,06085503214
343,1,343,1343.000000000000000,HUD,TCAC,VILLAGGIO SENIOR APARTMENTS,"2855 The Villages Parkway                    
",San Jose,JSM Enterprises,California Management Company LLC,Santa Clara,95135,84.000000000000000,0.000000000000000, ,,542(b),2/1/2034 0:00:00,Joint Venture, ,1-NA,1-Very Low,1-Very Low,44.0,10/10/2057,CA-2001-860,CA-2001-860,78,Senior,New Construction,Placed In Service,10/24/2017,10/24/2002, , , , , , , ,low risk- TCAC,0,78.000000000000000,2.000000000000000,0.000000000000000,0,1,Unknown,37.290413000000001,-121.762857000000000,06085503331
344,1,344,1344.000000000000000,HUD,TCAC,Oak Tree Village,"100 Branham Ln E                             
",San Jose,"JSM Enterprises, Inc.",California Management Company LLC,Santa Clara,95111,175.000000000000000,0.000000000000000, ,,542(c),7/1/2046 0:00:00,For Profit, ,1-NA,1-Very Low,1-Very Low,47,5/17/2060,CA-2003-822,CA-2003-822,174,Non Targeted,New Construction,Placed In Service,05/31/2020,05/31/2005, , , , , , , ,low risk- TCAC,0,174.000000000000000,3.000000000000000,0.000000000000000,0,1,Profit Motivated,37.268259999999998,-121.821136999999990,06085512017
345,1,345,1345.000000000000000,HUD,TCAC,PLAZA DEL SOL SENIOR APTS,"1380 Blossom Hill Rd                         
",San Jose,JSM Enterprises Inc.,California Management Company LLC,Santa Clara,95118,80.000000000000000,0.000000000000000, ,,542(c),8/1/2037 0:00:00, , ,1-NA,2-Low,2-Low,14.0,3/24/2027,CA-1995-903,CA-1995-903,79,Senior,New Construction,Placed In Service,03/31/2012,03/31/1997, , , , , , , ,low risk- TCAC,0,79.000000000000000,2.000000000000000,0.000000000000000,0,2,Small Nonprofit,37.243997000000000,-121.889066000000000,06085511915
346,1,346,1346.000000000000000,HUD,TCAC,VERANDAS FAMILY APTS,"1868 NORTH CAPITOL AVE                       
",SAN JOSE,"1868 Capitol Avenue Gosuing Associates, L.P.",California Management Company LLC,Santa Clara,95132,92.000000000000000,0.000000000000000, ,,542(c),10/30/2028 0:00:00, , ,1-NA,3-Mod,3-Mod,15.0,6/10/2028,CA-1999-917,CA-1999-917,91,Non Targeted,New Construction,Placed In Service,06/18/2013,06/18/1998, , , , , , , ,low risk- TCAC,0,91.000000000000000,2.000000000000000,0.000000000000000,0,3,Profit Motivated,37.402658000000002,-121.880765999999990,06085504323
347,1,347,1347.000000000000000,HUD,TCAC,ARBOR TERRACE,"2760 MCKEE ROAD                              
",SAN JOSE, ,"California Management Company, LLC",Santa Clara,95127,86.000000000000000,0.000000000000000, ,,542(c),1/1/2029 0:00:00, , ,1-NA,3-Mod,3-Mod,15.0,8/6/2028,CA-1999-916,CA-1999-916,85,Non Targeted,New Construction,Placed In Service,08/14/2013,08/14/1998, , , , , , , ,low risk- TCAC,0,85.000000000000000,2.000000000000000,0.000000000000000,0,3,Profit Motivated,37.371214999999999,-121.841226000000010,06085503903
348,1,348,1348.000000000000000,HUD,TCAC,The Groves at East Tabor,855 East Tabor Avenue,FAIRFIELD,GP Sunset manor Limited Partnersip,"Cambridge Management, Inc.",Solano,94533,148.000000000000000,0.000000000000000, ,,207/223(f),8/1/2036 0:00:00, , ,1-NA,2-Low,2-Low,16.0,7/23/2029,CA-1998-930,CA-1998-930,146,Large Family,Acquisition/Rehab,Placed In Service,07/31/2014,07/31/1999, , , , , , , ,low risk- TCAC,0,146.000000000000000,3.000000000000000,0.000000000000000,0,2,Profit Motivated,38.265355000000000,-122.020600000000000,06095252608
349,1,349,1349.000000000000000,HUD,TCAC,VILLA SAVANNAH,4501 RENAISSANCE DRIVE,SAN JOSE, ,ConAm,Santa Clara,95134,140.000000000000000,0.000000000000000, ,,542(c),3/1/2030 0:00:00, , ,1-NA,3-Mod,3-Mod,15.0,6/7/2028,CA-1996-921,CA-1996-921,138,Large Family,New Construction,Placed In Service,06/15/2013,06/15/1998, , , , , , , ,low risk- TCAC,0,138.000000000000000,3.000000000000000,0.000000000000000,0,3,Profit Motivated,37.412519000000003,-121.959744000000000,06085505009
350,1,350,1350.000000000000000,HUD,TCAC,SUMMERCREST VILLAS,"1725 Almaden Road                            
",San Jose,"Simpson Housing Solutions, LLC",ConAm Management,Santa Clara,95125,372.000000000000000,0.000000000000000, ,,542(b),7/1/2034 0:00:00,Nonprofit, ,1-NA,1-Very Low,1-Very Low,45.0,6/12/2058,CA-2001-919,CA-2001-919,65,Senior,New Construction,Placed In Service,06/26/2018,06/26/2003, , , , , , , ,low risk- TCAC,0,65.000000000000000,2.000000000000000,0.000000000000000,0,1,Small Nonprofit,37.303030000000000,-121.879110999999990,06085503123
351,1,351,1351.000000000000000,HUD,TCAC,STONEGATE APTS,"4401 RENAISSANCE DRIVE                       
",SAN JOSE,BIANC Community Assistance Fund,ConAm Management,Santa Clara,95134,120.000000000000000,0.000000000000000, ,,542(c),3/1/2030 0:00:00, , ,1-NA,3-Mod,3-Mod,15.0,6/2/2028,CA-1996-920,CA-1996-920,118,Large Family,New Construction,Placed In Service,06/10/2013,06/10/1998, , , , , , , ,low risk- TCAC,0,118.000000000000000,3.000000000000000,0.000000000000000,0,3,Small Nonprofit,37.413274000000001,-121.961147999999990,06085505009
